パッチバージョン,変更対象,変更概要,変更部分,変更前,変更後
patch11.8,ザック,W - スライムクラッシュ,ダメージ,25/40/55/70/85（+標的の最大体力の4/5/6/7/8%）（+魔力x100ごとに2%）,35/50/65/80/95（+標的の最大体力の4/5/6/7/8%）（+魔力x100ごとに4%）
patch11.9,ダイアナ,基本ステータス,レベルアップごとの物理防御,3.6,3.1
patch11.9,ダイアナ,基本ステータス,レベルアップごとの体力,7.5,6.5
patch11.9,ダイアナ,基本ステータス,増加攻撃速度,20～40%（チャンピオンレベルに応じて）,15～40%（チャンピオンレベルに応じて）
patch11.9,ダイアナ,固有スキル - 繊月の刃,増加攻撃速度,20～40%（チャンピオンレベルに応じて）,15～40%（チャンピオンレベルに応じて）
patch11.9,ドクター・ムンド,基本ステータス,レベルアップごとの物理防御,3.5,3
patch11.9,ドクター・ムンド,基本ステータス,レベルアップごとの攻撃力,3.5,3
patch11.9,ガレン,W - 勇気の護り,増加防御力,スタックごとに0.25の物理防御と魔法防御,スタックごとに0.2の物理防御と魔法防御
patch11.9,ガレン,W - 勇気の護り,増加防御力のユニットのキル数の上限,120,150
patch11.9,グラガス,E - ボディスラム,基本ダメージ,80/130/180/230/280,80/125/170/215/260
patch11.9,ヘカリム,基本ステータス,物理防御,36,32
patch11.9,ヘカリム,基本ステータス,レベルアップごとの物理防御,4,4.25
patch11.9,ヘカリム,基本ステータス,スタックごとのダメージ増加量,5%,2%（+増加攻撃力33ごとに1%）
patch11.9,ハイマーディンガー,W - ヘクステック小型ロケット,ロケットの初弾ダメージ,50/80/110/140/170,50/75/100/125/150
patch11.9,ハイマーディンガー,W - ヘクステック小型ロケット,最大ロケットダメージ,90/144/198/252/306,90/135/180/225/270
patch11.9,ジンクス,Q - スイッチング！,「フィッシュボーン」のQのクリティカルのバグ修正,200%,175%（メインの対象へのダメージは変更なしで175%のまま）
patch11.9,ケイン,Q - 飛影斬,ダーキンのダメージ増加割合,合計攻撃力の55%,合計攻撃力の65%
patch11.9,キンドレッド,Q - 矢の輪舞,クールダウン,9秒,8秒
patch11.9,キンドレッド,Q - 矢の輪舞,基本ダメージ,60/80/100/120/140,60/85/110/135/160
patch11.9,コグ＝マウ,Q - 腐食粘液,防御力低下割合,20/22/24/26/28%,25/27/29/31/33%
patch11.9,コグ＝マウ,Q - 腐食粘液,マナコスト,80/90/100/110/120マナ,60/70/80/90/100マナ
patch11.9,コグ＝マウ,E - ヴォイド分泌液,マナコスト,80/90/100/110/120マナ,60/70/80/90/100マナ
patch11.9,ルル,W - イタズラ,クールダウン,16/15/14/13/12秒,15/14/13/12/11秒
patch11.9,ルル,W - イタズラ,味方に使用した際の増加攻撃速度,20/23.75/27.5/31.25/35%,25/27.5/30/32.5/35%
patch11.9,モルガナ,W - 苦悶の影,モンスターに対するダメージ,200%,185%
patch11.9,ランブル,固有スキル - ポンコツタイタン,「オーバーヒート！」の通常攻撃時効果の追加ダメージ,10～50（+魔力の30%）,5～40（+魔力の25%）
patch11.9,セト,W - ヘイメイカー,ダメージ反映率,増加攻撃力100ごとに10%,増加攻撃力100ごとに20%
patch11.9,セト,W - ヘイメイカー,ダメージの攻撃力反映率,増加攻撃力の100%,増加攻撃力の120%
patch11.9,セト,R - ショーストッパー,ダメージの攻撃力反映率,増加攻撃力の100%,増加攻撃力の120%
patch11.9,シェン,R - 瞬身護法,最小シールド量,175/350/525（+魔力の135%）,140/320/500（+増加体力の17.5%）（+魔力の+135%）
patch11.9,シェン,R - 瞬身護法,最大シールド量,280/560/840（+魔力の216%）,224/512/800（+増加体力の28%）（+魔力の216%）
patch11.9,トランドル,E - 氷冷の柱,スロウ効果,20/30/40/50/60%,32/39/46/53/60%
patch11.9,ブラッドミア,Q - 吸血,クールダウン,9/7.75/6.5/5.25/4秒,9/7.9/6.8/5.7/4.6秒
patch11.9,ゼラス,Q - アルカノパルス,ダメージ,80/120/160/200/240（+魔力の75%）,70/110/150/190/230（+魔力の85%）
patch11.9,ゼラス,Q - アルカノパルス,基本ダメージ,60/90/120/150/180,60/95/130/165/200
patch11.9,ゼラス,Q - アルカノパルス,強化時の基本ダメージ,100.02/150.03/200.04/250.05/300.06（範囲の中心にいる敵）,100/158.4/216.7/275/333.3（範囲の中心にいる敵）
patch11.9,ゼラス,W - デストラクションアイ,基本ダメージ,60/90/120/150/180,60/95/130/165/200
patch11.9,ゼラス,W - デストラクションアイ,強化時の基本ダメージ,100.02/150.03/200.04/250.05/300.06（範囲の中心にいる敵）,100/158.4/216.7/275/333.3（範囲の中心にいる敵）
patch11.9,ムーンストーンの再生,「スターキャスター」（オーンによるアップグレード）,「星明りの恩寵」の回復量,60,70
patch11.9,サンファイア イージス,フォージファイア クレスト（オーンのアップグレード）,「猛火」のモンスターに対する追加ダメージ,100%,150%
patch11.9,ターボ ケミタンク,ターボチャージ ヘクスペリメント（オーンのアップグレード）,増加移動速度,60%,40%
patch11.10,バード,固有スキル - 旅人の呼び声,基本ダメージ,40,30
patch11.10,ダリウス,E - 捕縛,クールダウン,24/21/18/15/12秒,26/24/22/20/18秒
patch11.10,ガリオ,W - デュランドの守り,クールダウン,18/17.5/17/16.5/16秒,18秒
patch11.10,ガリオ,W - デュランドの守り,魔法ダメージシールド,最大体力の8/11/14/17/20%,最大体力の8/9.75/11.5/13.25/15%
patch11.10,ジンクス,基本ステータス,物理防御,28,26
patch11.10,カタリナ,基本ステータス,移動速度,340,335
patch11.10,ケイル,固有スキル - 聖なる上昇,「アフレイム」によるダメージの魔力反映率,20%,25%
patch11.10,ケイル,固有スキル - 聖なる上昇,「トランセンデント」による増加射程距離,50（合計575）,100（合計625）
patch11.10,ケネン,W - 稲妻の奔流,最大スタックの追加ダメージ,10/20/30/40/50（魔力の20%）（攻撃力の60/70/80/90/100%）,20/30/40/50/60（魔力の25%）（攻撃力の60/70/80/90/100%）
patch11.10,ラックス,E - シンギュラリティ,ダメージ,60/105/150/195/240（+魔力の60%）,60/110/160/210/260（+魔力の65%）
patch11.10,セジュアニ,E - 永久凍土,アップデート対象指定,全対象が250,カーソルから50以内のチャンピオンを優先、次にカーソルから50以内の非チャンピオンを優先、次にカーソルから350以内のチャンピオンを優先、次にカーソルから2500以内で最も近いユニットを優先（これらはカーソルの位置にユニットがいる場合は適用されません）
patch11.10,タロン,Q - ノクサスの刃,ダメージ反映率,増加攻撃力の110%,増加攻撃力の100%
patch11.10,スレッシュ,基本ステータス,体力,561,530
patch11.10,スレッシュ,基本ステータス,レベルアップごとの体力,93,95
patch11.10,ユーミ,Q - きまぐれミサイル,基本ダメージ,40/70/100/130/160/190,50/80/110/140/170/200
patch11.10,ユーミ,Q - きまぐれミサイル,強化時の基本ダメージ,45/85/125/165/205/245,60/100/140/180/220/260
patch11.10,ザイラ,固有スキル - 茨の楽園,「棘鞭草」のスロウ効果,25%,30%
patch11.10,ザイラ,固有スキル - 茨の楽園,クールダウン,20/18/16/14/12秒,18/16/14/12/10秒
patch11.10,ザイラ,W - 狂い咲き,クールダウン,20/18/16/14/12秒,18/16/14/12/10秒
patch11.11,アジール,Q - 征服の勅命,マナコスト,70マナ,55マナ
patch11.11,エリス,Q - 自動効果 - 蜘蛛の女帝,蜘蛛形態の通常攻撃時ダメージ反映率,魔力の30%,魔力の20%
patch11.11,エズリアル,基本ステータス,レベルアップごとの体力自動回復,0.55,0.65
patch11.11,エズリアル,基本ステータス,物理防御,22,24
patch11.11,グレイブス,基本ステータス,レベルアップごとの攻撃力,3,4
patch11.11,ヘカリム,Q - ランページ,ダメージ反映率,増加攻撃力の70%,増加攻撃力の75%
patch11.11,ヘカリム,Q - ランページ,最小ダメージ反映率,増加攻撃力の50%,増加攻撃力の55%
patch11.11,ヘカリム,Q - ランページ,最大ダメージ反映率,増加攻撃力の100%,増加攻撃力の110%
patch11.11,ヘカリム,E - チャージ,最小ダメージ反映率,増加攻撃力の50%,増加攻撃力の55%
patch11.11,ヘカリム,E - チャージ,最大ダメージ反映率,増加攻撃力の100%,増加攻撃力の110%
patch11.11,リー・シン,E - 破風,クールダウン,8秒,9秒
patch11.11,レオナ,W - エクリプス,基本ダメージ,60/95/130/165/200,45/80/115/150/185
patch11.11,マスター・イー,Q - アルファストライク,ダメージ反映率,攻撃力の100%,攻撃力の90%
patch11.11,マスター・イー,Q - アルファストライク,基本ダメージ,20/30/40/50/60,30/40/50/60/70
patch11.11,マスター・イー,E - ウージュースタイル,基本ダメージ,20/30/40/50/60,30/40/50/60/70
patch11.11,モルガナ,W - 苦悶の影,非エピックモンスターに対するダメージ,185%,155%
patch11.11,キヤナ,W - 大地の力,増加移動速度,5/7/9/11/13%,3/5/7/9/11%
patch11.11,ランブル,固有スキル - ポンコツタイタン,固有スキルの通常攻撃時ダメージのモンスターに対する上限,120,80
patch11.11,ライズ,基本ステータス,レベルアップごとの体力,98,110
patch11.11,セナ,固有スキル - 魂の赦し,霧20スタックごとの増加射程,25,20
patch11.11,セラフィーン,W - サラウンドサウンド,自分の基本シールド量,75～150（チャンピオンレベル1～18）,75～225（チャンピオンレベル1～18）
patch11.11,セラフィーン,W - サラウンドサウンド,味方の基本シールド量,50～100（チャンピオンレベル1～18）,50～150（チャンピオンレベル1～18）
patch11.11,シャコ,W - びっくり箱,ダメージ反映率,魔力の10%（1体の対象に対して魔力の20%）,魔力の9%（1体の対象に対して魔力の18%）
patch11.11,シャコ,W - びっくり箱,魔力ダメージ反映率,55%,50%
patch11.11,シャコ,E - ポイズンダガー,魔力ダメージ反映率,55%,50%
patch11.11,シンジド,E - すくい投げ,クールダウン,10秒,10/9.5/9/8.5/8秒
patch11.11,ティーモ,W - 駆け足！,クールダウン,17秒,14秒
patch11.11,アーゴット,W - パージ,強化時のダメージ反映率,攻撃力の20/24/28/32/36%,攻撃力の20/23.5/27/30.5/34%
patch11.11,フロストファイア ガントレット,ライムフォージド グラスプ（オーンのアップグレード）,遠隔攻撃ユーザーの「スノーバインド」のスロウ効果,25%（+最大体力1000ごとに4%）,12.5%（+最大体力1000ごとに2%）
patch11.11,フロストファイア ガントレット,ライムフォージド グラスプ（オーンのアップグレード）,遠隔攻撃ユーザーの「スノーバインド」のクールダウン,4秒,6秒
patch11.12,アフェリオス,基本ステータス,魔法防御,26,30
patch11.12,アフェリオス,基本ステータス,レベルアップごとの攻撃力,2.4,3
patch11.12,アフェリオス,基本ステータス,最大通常攻撃回数,6（増加攻撃速度33%ごとに+1）,6（増加攻撃速度50%ごとに+1）
patch11.12,アフェリオス,基本ステータス,通常攻撃時ダメージ,10～30（+増加攻撃力の21%～30%）（チャンピオンレベル1/3/5/7/11/13）,10～40（+増加攻撃力の20%～35%）（チャンピオンレベル1/3/5/7/11/13）
patch11.12,アフェリオス,基本ステータス,通常攻撃による体力回復量,3%～20%（チャンピオンレベル1～18）,3%～10%（チャンピオンレベル1～18）
patch11.12,アフェリオス,基本ステータス,スキルによる体力回復量,3%～20%（チャンピオンレベル1～18）,9%～30%（チャンピオンレベル1～18）
patch11.12,アフェリオス,基本ステータス,ミラーチャクラムのダメージ,攻撃力の24%～164%（ミラーチャクラム1～20個、非直線的に増加）,攻撃力の15%～138.5%（ミラーチャクラム1～20個、非直線的に増加）
patch11.12,アフェリオス,基本ステータス,セントリーのダメージ,25～85（+増加攻撃力の35%～50%）,31～100（+増加攻撃力の40%～60%）
patch11.12,アフェリオス,Q - セヴェラム、鎌型ピストル,最大通常攻撃回数,6（増加攻撃速度33%ごとに+1）,6（増加攻撃速度50%ごとに+1）
patch11.12,アフェリオス,Q - セヴェラム、鎌型ピストル,通常攻撃時ダメージ,10～30（+増加攻撃力の21%～30%）（チャンピオンレベル1/3/5/7/11/13）,10～40（+増加攻撃力の20%～35%）（チャンピオンレベル1/3/5/7/11/13）
patch11.12,アフェリオス,Q - セヴェラム、鎌型ピストル,通常攻撃による体力回復量,3%～20%（チャンピオンレベル1～18）,3%～10%（チャンピオンレベル1～18）
patch11.12,アフェリオス,Q - セヴェラム、鎌型ピストル,スキルによる体力回復量,3%～20%（チャンピオンレベル1～18）,9%～30%（チャンピオンレベル1～18）
patch11.12,アフェリオス,Q - セヴェラム、鎌型ピストル,ミラーチャクラムのダメージ,攻撃力の24%～164%（ミラーチャクラム1～20個、非直線的に増加）,攻撃力の15%～138.5%（ミラーチャクラム1～20個、非直線的に増加）
patch11.12,アフェリオス,Q - セヴェラム、鎌型ピストル,セントリーのダメージ,25～85（+増加攻撃力の35%～50%）,31～100（+増加攻撃力の40%～60%）
patch11.12,アフェリオス,Q - クレッシェンダム、チャクラム,ミラーチャクラムのダメージ,攻撃力の24%～164%（ミラーチャクラム1～20個、非直線的に増加）,攻撃力の15%～138.5%（ミラーチャクラム1～20個、非直線的に増加）
patch11.12,アフェリオス,Q - クレッシェンダム、チャクラム,セントリーのダメージ,25～85（+増加攻撃力の35%～50%）,31～100（+増加攻撃力の40%～60%）
patch11.12,ドレイヴン,Q - 回転斬斧,追加ダメージ,35/40/45/50/55（+増加攻撃力の65/75/85/95/105%）,40/45/50/55/60（+増加攻撃力の70/80/90/100/110%）
patch11.12,ナー,基本ステータス,攻撃力,59,57
patch11.12,ヘカリム,基本ステータス,物理防御,32,35
patch11.12,ヘカリム,基本ステータス,ダメージ反映率,増加攻撃力の75%,増加攻撃力の85%
patch11.12,ヘカリム,Q - ランページ,ダメージ反映率,増加攻撃力の75%,増加攻撃力の85%
